measure,sex,age group,age units,disease,aliases,prevalence
Prevalence,Female,90-94 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.09%
Prevalence,Female,95+ years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.01%
Prevalence,Male,0-6 days,D,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,7-27 days,D,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,1-5 months,M,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,6-11 months,M,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,12-23 months,M,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,2-4 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,5-9 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,10-14 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,15-19 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,20-24 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.00%
Prevalence,Male,25-29 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.01%
Prevalence,Male,30-34 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.01%
Prevalence,Male,35-39 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.02%
Prevalence,Male,40-44 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.03%
Prevalence,Male,45-49 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.05%
Prevalence,Male,50-54 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.08%
Prevalence,Male,55-59 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.15%
Prevalence,Male,60-64 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.20%
Prevalence,Male,65-69 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.24%
Prevalence,Male,70-74 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.26%
Prevalence,Male,75-79 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.27%
Prevalence,Male,80-84 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.25%
Prevalence,Male,85-89 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.22%
Prevalence,Male,90-94 years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.13%
Prevalence,Male,95+ years,Y,Lip and oral cavity cancer,"Oral cancer, lip cancer, buccal cancer, tongue cancer",0.02%
Prevalence,Female,0-6 days,D,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,7-27 days,D,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,1-5 months,M,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,6-11 months,M,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,12-23 months,M,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,2-4 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,5-9 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,10-14 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,15-19 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,20-24 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,25-29 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,30-34 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,35-39 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,40-44 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,45-49 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,50-54 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,55-59 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,60-64 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,65-69 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,70-74 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,75-79 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,80-84 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,85-89 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,90-94 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,95+ years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,0-6 days,D,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,7-27 days,D,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,1-5 months,M,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,6-11 months,M,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,12-23 months,M,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,2-4 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,5-9 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,10-14 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,15-19 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,20-24 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,25-29 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,30-34 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,35-39 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.01%
Prevalence,Male,40-44 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.01%
Prevalence,Male,45-49 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.01%
Prevalence,Male,50-54 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.01%
Prevalence,Male,55-59 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.01%
Prevalence,Male,60-64 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.01%
Prevalence,Male,65-69 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.01%
Prevalence,Male,70-74 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.01%
Prevalence,Male,75-79 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.01%
Prevalence,Male,80-84 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,85-89 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,90-94 years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Male,95+ years,Y,Nasopharynx cancer,"Nasopharyngeal carcinoma, NPC",0.00%
Prevalence,Female,0-6 days,D,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,7-27 days,D,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,1-5 months,M,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,6-11 months,M,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,12-23 months,M,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,2-4 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,5-9 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,10-14 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,15-19 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,20-24 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,25-29 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,30-34 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,35-39 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,40-44 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,45-49 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.01%
Prevalence,Female,50-54 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.01%
Prevalence,Female,55-59 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.02%
Prevalence,Female,60-64 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.02%
Prevalence,Female,65-69 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.02%
Prevalence,Female,70-74 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.02%
Prevalence,Female,75-79 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.02%
Prevalence,Female,80-84 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.01%
Prevalence,Female,85-89 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,90-94 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,95+ years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,0-6 days,D,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,7-27 days,D,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,1-5 months,M,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,6-11 months,M,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,12-23 months,M,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,2-4 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,5-9 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,10-14 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,15-19 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,20-24 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,25-29 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,30-34 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,35-39 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Male,40-44 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.01%
Prevalence,Male,45-49 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.04%
Prevalence,Male,50-54 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.07%
Prevalence,Male,55-59 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.11%
Prevalence,Male,60-64 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.12%
Prevalence,Male,65-69 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.12%
Prevalence,Male,70-74 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.11%
Prevalence,Male,75-79 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.08%
Prevalence,Male,80-84 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.05%
Prevalence,Male,85-89 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.01%
Prevalence,Male,90-94 years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.01%
Prevalence,Male,95+ years,Y,Other pharynx cancer,"Oropharyngeal cancer, hypopharyngeal cancer",0.00%
Prevalence,Female,0-6 days,D,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,7-27 days,D,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,1-5 months,M,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,6-11 months,M,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,12-23 months,M,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,2-4 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,5-9 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,10-14 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,15-19 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,20-24 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,25-29 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,30-34 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,35-39 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,40-44 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,45-49 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Female,50-54 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.01%
Prevalence,Female,55-59 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.01%
Prevalence,Female,60-64 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.02%
Prevalence,Female,65-69 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.02%
Prevalence,Female,70-74 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.03%
Prevalence,Female,75-79 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.04%
Prevalence,Female,80-84 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.05%
Prevalence,Female,85-89 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.05%
Prevalence,Female,90-94 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.05%
Prevalence,Female,95+ years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.02%
Prevalence,Male,0-6 days,D,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,7-27 days,D,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,1-5 months,M,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,6-11 months,M,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,12-23 months,M,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,2-4 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,5-9 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,10-14 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,15-19 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,20-24 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,25-29 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,30-34 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,35-39 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,40-44 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,45-49 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.00%
Prevalence,Male,50-54 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.01%
Prevalence,Male,55-59 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.01%
Prevalence,Male,60-64 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.02%
Prevalence,Male,65-69 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.03%
Prevalence,Male,70-74 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.03%
Prevalence,Male,75-79 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.05%
Prevalence,Male,80-84 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.07%
Prevalence,Male,85-89 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.07%
Prevalence,Male,90-94 years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.06%
Prevalence,Male,95+ years,Y,Gallbladder and biliary tract cancer,"Gallbladder cancer, cholangiocarcinoma",0.02%
Prevalence,Female,0-6 days,D,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,7-27 days,D,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,1-5 months,M,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,6-11 months,M,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,12-23 months,M,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,2-4 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,5-9 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,10-14 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,15-19 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,20-24 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,25-29 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,30-34 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,35-39 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,40-44 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Female,45-49 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.01%
Prevalence,Female,50-54 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.01%
Prevalence,Female,55-59 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.02%
Prevalence,Female,60-64 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.03%
Prevalence,Female,65-69 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.04%
Prevalence,Female,70-74 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.05%
Prevalence,Female,75-79 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.06%
Prevalence,Female,80-84 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.09%
Prevalence,Female,85-89 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.08%
Prevalence,Female,90-94 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.09%
Prevalence,Female,95+ years,Y,Pancreatic cancer,Pancreatic carcinoma,0.05%
Prevalence,Male,0-6 days,D,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,7-27 days,D,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,1-5 months,M,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,6-11 months,M,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,12-23 months,M,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,2-4 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,5-9 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,10-14 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,15-19 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,20-24 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,25-29 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,30-34 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,35-39 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,40-44 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.00%
Prevalence,Male,45-49 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.01%
Prevalence,Male,50-54 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.02%
Prevalence,Male,55-59 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.03%
Prevalence,Male,60-64 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.04%
Prevalence,Male,65-69 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.05%
Prevalence,Male,70-74 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.06%
Prevalence,Male,75-79 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.07%
Prevalence,Male,80-84 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.10%
Prevalence,Male,85-89 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.09%
Prevalence,Male,90-94 years,Y,Pancreatic cancer,Pancreatic carcinoma,0.08%
Prevalence,Male,95+ years,Y,Pancreatic cancer,Pancreatic carcinoma,0.05%
Prevalence,Female,0-6 days,D,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Female,7-27 days,D,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Female,1-5 months,M,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Female,6-11 months,M,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Female,12-23 months,M,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Female,2-4 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Female,5-9 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Female,10-14 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Female,15-19 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.01%
Prevalence,Female,20-24 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.03%
Prevalence,Female,25-29 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.07%
Prevalence,Female,30-34 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.11%
Prevalence,Female,35-39 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.14%
Prevalence,Female,40-44 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.16%
Prevalence,Female,45-49 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.18%
Prevalence,Female,50-54 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.20%
Prevalence,Female,55-59 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.26%
Prevalence,Female,60-64 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.29%
Prevalence,Female,65-69 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.34%
Prevalence,Female,70-74 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.40%
Prevalence,Female,75-79 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.45%
Prevalence,Female,80-84 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.48%
Prevalence,Female,85-89 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.52%
Prevalence,Female,90-94 years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.27%
Prevalence,Female,95+ years,Y,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.06%
Prevalence,Male,0-6 days,D,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
Prevalence,Male,7-27 days,D,Malignant skin melanoma,"Melanoma, cutaneous melanoma",0.00%
