measure,sex,age id,age group,disease id,disease,percent
Prevalence,Male,16,50-54 years,492,Rheumatic heart disease,0.000982023
Prevalence,Male,17,55-59 years,492,Rheumatic heart disease,0.001574348
Prevalence,Male,18,60-64 years,492,Rheumatic heart disease,0.002566266
Prevalence,Male,19,65-69 years,492,Rheumatic heart disease,0.004422027
Prevalence,Male,20,70-74 years,492,Rheumatic heart disease,0.007265033
Prevalence,Male,21,75-79 years,492,Rheumatic heart disease,0.011072836
Prevalence,Male,30,80-84 years,492,Rheumatic heart disease,0.015551855
Prevalence,Male,31,85-89 years,492,Rheumatic heart disease,0.019759789
Prevalence,Male,32,90-94 years,492,Rheumatic heart disease,0.023270493
Prevalence,Male,235,95+ years,492,Rheumatic heart disease,0.025290618
Prevalence,Female,1,0-6 days,493,Ischemic heart disease,0
Prevalence,Female,2,7-27 days,493,Ischemic heart disease,0
Prevalence,Female,3,1-5 months,493,Ischemic heart disease,0
Prevalence,Female,4,6-11 months,493,Ischemic heart disease,0
Prevalence,Female,5,12-23 months,493,Ischemic heart disease,0
Prevalence,Female,6,2-4 years,493,Ischemic heart disease,0
Prevalence,Female,7,5-9 years,493,Ischemic heart disease,0
Prevalence,Female,8,10-14 years,493,Ischemic heart disease,0
Prevalence,Female,9,15-19 years,493,Ischemic heart disease,0.000109064
Prevalence,Female,10,20-24 years,493,Ischemic heart disease,0.00027385
Prevalence,Female,11,25-29 years,493,Ischemic heart disease,0.000679316
Prevalence,Female,12,30-34 years,493,Ischemic heart disease,0.001387345
Prevalence,Female,13,35-39 years,493,Ischemic heart disease,0.002562126
Prevalence,Female,14,40-44 years,493,Ischemic heart disease,0.004420361
Prevalence,Female,15,45-49 years,493,Ischemic heart disease,0.00736529
Prevalence,Female,16,50-54 years,493,Ischemic heart disease,0.011924328
Prevalence,Female,17,55-59 years,493,Ischemic heart disease,0.018244513
Prevalence,Female,18,60-64 years,493,Ischemic heart disease,0.027379557
Prevalence,Female,19,65-69 years,493,Ischemic heart disease,0.045756446
Prevalence,Female,20,70-74 years,493,Ischemic heart disease,0.067418122
Prevalence,Female,21,75-79 years,493,Ischemic heart disease,0.093408012
Prevalence,Female,30,80-84 years,493,Ischemic heart disease,0.116478698
Prevalence,Female,31,85-89 years,493,Ischemic heart disease,0.132075219
Prevalence,Female,32,90-94 years,493,Ischemic heart disease,0.141489419
Prevalence,Female,235,95+ years,493,Ischemic heart disease,0.148169226
Prevalence,Male,1,0-6 days,493,Ischemic heart disease,0
Prevalence,Male,2,7-27 days,493,Ischemic heart disease,0
Prevalence,Male,3,1-5 months,493,Ischemic heart disease,0
Prevalence,Male,4,6-11 months,493,Ischemic heart disease,0
Prevalence,Male,5,12-23 months,493,Ischemic heart disease,0
Prevalence,Male,6,2-4 years,493,Ischemic heart disease,0
Prevalence,Male,7,5-9 years,493,Ischemic heart disease,0
Prevalence,Male,8,10-14 years,493,Ischemic heart disease,0
Prevalence,Male,9,15-19 years,493,Ischemic heart disease,0.000139376
Prevalence,Male,10,20-24 years,493,Ischemic heart disease,0.000377163
Prevalence,Male,11,25-29 years,493,Ischemic heart disease,0.001063624
Prevalence,Male,12,30-34 years,493,Ischemic heart disease,0.002368258
Prevalence,Male,13,35-39 years,493,Ischemic heart disease,0.004716062
Prevalence,Male,14,40-44 years,493,Ischemic heart disease,0.008617882
Prevalence,Male,15,45-49 years,493,Ischemic heart disease,0.015185948
Prevalence,Male,16,50-54 years,493,Ischemic heart disease,0.025645749
Prevalence,Male,17,55-59 years,493,Ischemic heart disease,0.040381842
Prevalence,Male,18,60-64 years,493,Ischemic heart disease,0.060709561
Prevalence,Male,19,65-69 years,493,Ischemic heart disease,0.0972746
Prevalence,Male,20,70-74 years,493,Ischemic heart disease,0.135269645
Prevalence,Male,21,75-79 years,493,Ischemic heart disease,0.173950654
Prevalence,Male,30,80-84 years,493,Ischemic heart disease,0.202404587
Prevalence,Male,31,85-89 years,493,Ischemic heart disease,0.216995655
Prevalence,Male,32,90-94 years,493,Ischemic heart disease,0.221105265
Prevalence,Male,235,95+ years,493,Ischemic heart disease,0.221671525
Prevalence,Female,1,0-6 days,495,Ischemic stroke,3.53E-06
Prevalence,Female,2,7-27 days,495,Ischemic stroke,1.51E-05
Prevalence,Female,3,1-5 months,495,Ischemic stroke,7.24E-05
Prevalence,Female,4,6-11 months,495,Ischemic stroke,0.000164857
Prevalence,Female,5,12-23 months,495,Ischemic stroke,0.000298879
Prevalence,Female,6,2-4 years,495,Ischemic stroke,0.000536645
Prevalence,Female,7,5-9 years,495,Ischemic stroke,0.001090931
Prevalence,Female,8,10-14 years,495,Ischemic stroke,0.001518581
Prevalence,Female,9,15-19 years,495,Ischemic stroke,0.001884268
Prevalence,Female,10,20-24 years,495,Ischemic stroke,0.002342882
Prevalence,Female,11,25-29 years,495,Ischemic stroke,0.002925074
Prevalence,Female,12,30-34 years,495,Ischemic stroke,0.003703819
Prevalence,Female,13,35-39 years,495,Ischemic stroke,0.004809254
Prevalence,Female,14,40-44 years,495,Ischemic stroke,0.006413962
Prevalence,Female,15,45-49 years,495,Ischemic stroke,0.008970851
Prevalence,Female,16,50-54 years,495,Ischemic stroke,0.012569043
Prevalence,Female,17,55-59 years,495,Ischemic stroke,0.017415475
Prevalence,Female,18,60-64 years,495,Ischemic stroke,0.023725205
Prevalence,Female,19,65-69 years,495,Ischemic stroke,0.032124251
Prevalence,Female,20,70-74 years,495,Ischemic stroke,0.042964869
Prevalence,Female,21,75-79 years,495,Ischemic stroke,0.056808028
Prevalence,Female,30,80-84 years,495,Ischemic stroke,0.072668359
Prevalence,Female,31,85-89 years,495,Ischemic stroke,0.088769006
Prevalence,Female,32,90-94 years,495,Ischemic stroke,0.101598415
Prevalence,Female,235,95+ years,495,Ischemic stroke,0.109603345
Prevalence,Male,1,0-6 days,495,Ischemic stroke,4.32E-06
Prevalence,Male,2,7-27 days,495,Ischemic stroke,1.61E-05
Prevalence,Male,3,1-5 months,495,Ischemic stroke,7.89E-05
Prevalence,Male,4,6-11 months,495,Ischemic stroke,0.000177214
Prevalence,Male,5,12-23 months,495,Ischemic stroke,0.000308934
Prevalence,Male,6,2-4 years,495,Ischemic stroke,0.000506725
Prevalence,Male,7,5-9 years,495,Ischemic stroke,0.001017156
Prevalence,Male,8,10-14 years,495,Ischemic stroke,0.001498995
Prevalence,Male,9,15-19 years,495,Ischemic stroke,0.0018393
Prevalence,Male,10,20-24 years,495,Ischemic stroke,0.002266579
Prevalence,Male,11,25-29 years,495,Ischemic stroke,0.002823014
Prevalence,Male,12,30-34 years,495,Ischemic stroke,0.003581978
Prevalence,Male,13,35-39 years,495,Ischemic stroke,0.004706569
Prevalence,Male,14,40-44 years,495,Ischemic stroke,0.00644517
Prevalence,Male,15,45-49 years,495,Ischemic stroke,0.009475327
Prevalence,Male,16,50-54 years,495,Ischemic stroke,0.014100653
Prevalence,Male,17,55-59 years,495,Ischemic stroke,0.020952545
Prevalence,Male,18,60-64 years,495,Ischemic stroke,0.029928118
Prevalence,Male,19,65-69 years,495,Ischemic stroke,0.040396144
Prevalence,Male,20,70-74 years,495,Ischemic stroke,0.052667065
Prevalence,Male,21,75-79 years,495,Ischemic stroke,0.068710634
Prevalence,Male,30,80-84 years,495,Ischemic stroke,0.086978198
Prevalence,Male,31,85-89 years,495,Ischemic stroke,0.100292618
Prevalence,Male,32,90-94 years,495,Ischemic stroke,0.106956535
Prevalence,Male,235,95+ years,495,Ischemic stroke,0.107568987
Prevalence,Female,1,0-6 days,496,Intracerebral hemorrhage,1.14E-06
Prevalence,Female,2,7-27 days,496,Intracerebral hemorrhage,4.74E-06
Prevalence,Female,3,1-5 months,496,Intracerebral hemorrhage,2.18E-05
Prevalence,Female,4,6-11 months,496,Intracerebral hemorrhage,4.94E-05
Prevalence,Female,5,12-23 months,496,Intracerebral hemorrhage,8.92E-05
Prevalence,Female,6,2-4 years,496,Intracerebral hemorrhage,0.000158077
Prevalence,Female,7,5-9 years,496,Intracerebral hemorrhage,0.000317673
Prevalence,Female,8,10-14 years,496,Intracerebral hemorrhage,0.000444303
Prevalence,Female,9,15-19 years,496,Intracerebral hemorrhage,0.00055078
Prevalence,Female,10,20-24 years,496,Intracerebral hemorrhage,0.000677787
Prevalence,Female,11,25-29 years,496,Intracerebral hemorrhage,0.000819884
Prevalence,Female,12,30-34 years,496,Intracerebral hemorrhage,0.000985654
Prevalence,Female,13,35-39 years,496,Intracerebral hemorrhage,0.001182351
Prevalence,Female,14,40-44 years,496,Intracerebral hemorrhage,0.00143347
Prevalence,Female,15,45-49 years,496,Intracerebral hemorrhage,0.001804804
Prevalence,Female,16,50-54 years,496,Intracerebral hemorrhage,0.002260478
Prevalence,Female,17,55-59 years,496,Intracerebral hemorrhage,0.002706578
Prevalence,Female,18,60-64 years,496,Intracerebral hemorrhage,0.003164308
Prevalence,Female,19,65-69 years,496,Intracerebral hemorrhage,0.003876333
Prevalence,Female,20,70-74 years,496,Intracerebral hemorrhage,0.004872344
Prevalence,Female,21,75-79 years,496,Intracerebral hemorrhage,0.006199333
Prevalence,Female,30,80-84 years,496,Intracerebral hemorrhage,0.007767771
Prevalence,Female,31,85-89 years,496,Intracerebral hemorrhage,0.009740006
Prevalence,Female,32,90-94 years,496,Intracerebral hemorrhage,0.011678743
Prevalence,Female,235,95+ years,496,Intracerebral hemorrhage,0.013282649
Prevalence,Male,1,0-6 days,496,Intracerebral hemorrhage,1.49E-06
Prevalence,Male,2,7-27 days,496,Intracerebral hemorrhage,5.36E-06
Prevalence,Male,3,1-5 months,496,Intracerebral hemorrhage,2.58E-05
Prevalence,Male,4,6-11 months,496,Intracerebral hemorrhage,5.57E-05
Prevalence,Male,5,12-23 months,496,Intracerebral hemorrhage,9.63E-05
Prevalence,Male,6,2-4 years,496,Intracerebral hemorrhage,0.000153883
Prevalence,Male,7,5-9 years,496,Intracerebral hemorrhage,0.000295936
Prevalence,Male,8,10-14 years,496,Intracerebral hemorrhage,0.000420804
Prevalence,Male,9,15-19 years,496,Intracerebral hemorrhage,0.000505709
Prevalence,Male,10,20-24 years,496,Intracerebral hemorrhage,0.000615967
Prevalence,Male,11,25-29 years,496,Intracerebral hemorrhage,0.000761087
Prevalence,Male,12,30-34 years,496,Intracerebral hemorrhage,0.000955294
Prevalence,Male,13,35-39 years,496,Intracerebral hemorrhage,0.001229627
Prevalence,Male,14,40-44 years,496,Intracerebral hemorrhage,0.001608192
Prevalence,Male,15,45-49 years,496,Intracerebral hemorrhage,0.002126002
Prevalence,Male,16,50-54 years,496,Intracerebral hemorrhage,0.002754297
Prevalence,Male,17,55-59 years,496,Intracerebral hemorrhage,0.003450521
Prevalence,Male,18,60-64 years,496,Intracerebral hemorrhage,0.004230665
Prevalence,Male,19,65-69 years,496,Intracerebral hemorrhage,0.005403331
Prevalence,Male,20,70-74 years,496,Intracerebral hemorrhage,0.006915956
Prevalence,Male,21,75-79 years,496,Intracerebral hemorrhage,0.008541223
Prevalence,Male,30,80-84 years,496,Intracerebral hemorrhage,0.010265854
Prevalence,Male,31,85-89 years,496,Intracerebral hemorrhage,0.012399706
Prevalence,Male,32,90-94 years,496,Intracerebral hemorrhage,0.014745696
Prevalence,Male,235,95+ years,496,Intracerebral hemorrhage,0.017045242
Prevalence,Female,1,0-6 days,497,Subarachnoid hemorrhage,6.18E-07
Prevalence,Female,2,7-27 days,497,Subarachnoid hemorrhage,2.55E-06
Prevalence,Female,3,1-5 months,497,Subarachnoid hemorrhage,1.16E-05
Prevalence,Female,4,6-11 months,497,Subarachnoid hemorrhage,2.58E-05
Prevalence,Female,5,12-23 months,497,Subarachnoid hemorrhage,4.61E-05
Prevalence,Female,6,2-4 years,497,Subarachnoid hemorrhage,8.00E-05
Prevalence,Female,7,5-9 years,497,Subarachnoid hemorrhage,0.000158783
Prevalence,Female,8,10-14 years,497,Subarachnoid hemorrhage,0.000229693
Prevalence,Female,9,15-19 years,497,Subarachnoid hemorrhage,0.000308268
Prevalence,Female,10,20-24 years,497,Subarachnoid hemorrhage,0.00042503
Prevalence,Female,11,25-29 years,497,Subarachnoid hemorrhage,0.000606217
Prevalence,Female,12,30-34 years,497,Subarachnoid hemorrhage,0.000860921
Prevalence,Female,13,35-39 years,497,Subarachnoid hemorrhage,0.001178922
Prevalence,Female,14,40-44 years,497,Subarachnoid hemorrhage,0.001563713
Prevalence,Female,15,45-49 years,497,Subarachnoid hemorrhage,0.002026259
Prevalence,Female,16,50-54 years,497,Subarachnoid hemorrhage,0.002531888
Prevalence,Female,17,55-59 years,497,Subarachnoid hemorrhage,0.00300258
Prevalence,Female,18,60-64 years,497,Subarachnoid hemorrhage,0.003416015
Prevalence,Female,19,65-69 years,497,Subarachnoid hemorrhage,0.003790341
Prevalence,Female,20,70-74 years,497,Subarachnoid hemorrhage,0.004105657
Prevalence,Female,21,75-79 years,497,Subarachnoid hemorrhage,0.00421641
Prevalence,Female,30,80-84 years,497,Subarachnoid hemorrhage,0.004074779
Prevalence,Female,31,85-89 years,497,Subarachnoid hemorrhage,0.003697063
Prevalence,Female,32,90-94 years,497,Subarachnoid hemorrhage,0.003263674
Prevalence,Female,235,95+ years,497,Subarachnoid hemorrhage,0.002927659
Prevalence,Male,1,0-6 days,497,Subarachnoid hemorrhage,6.87E-07
Prevalence,Male,2,7-27 days,497,Subarachnoid hemorrhage,2.43E-06
Prevalence,Male,3,1-5 months,497,Subarachnoid hemorrhage,1.31E-05
Prevalence,Male,4,6-11 months,497,Subarachnoid hemorrhage,2.67E-05
Prevalence,Male,5,12-23 months,497,Subarachnoid hemorrhage,4.68E-05
Prevalence,Male,6,2-4 years,497,Subarachnoid hemorrhage,6.66E-05
Prevalence,Male,7,5-9 years,497,Subarachnoid hemorrhage,0.000129199
Prevalence,Male,8,10-14 years,497,Subarachnoid hemorrhage,0.000196558
Prevalence,Male,9,15-19 years,497,Subarachnoid hemorrhage,0.000251751
Prevalence,Male,10,20-24 years,497,Subarachnoid hemorrhage,0.000324799
Prevalence,Male,11,25-29 years,497,Subarachnoid hemorrhage,0.000425559
Prevalence,Male,12,30-34 years,497,Subarachnoid hemorrhage,0.000559252
Prevalence,Male,13,35-39 years,497,Subarachnoid hemorrhage,0.000729127
Prevalence,Male,14,40-44 years,497,Subarachnoid hemorrhage,0.000938162
Prevalence,Male,15,45-49 years,497,Subarachnoid hemorrhage,0.001188351
Prevalence,Male,16,50-54 years,497,Subarachnoid hemorrhage,0.001455182
Prevalence,Male,17,55-59 years,497,Subarachnoid hemorrhage,0.001673223
Prevalence,Male,18,60-64 years,497,Subarachnoid hemorrhage,0.001827508
Prevalence,Male,19,65-69 years,497,Subarachnoid hemorrhage,0.00195913
Prevalence,Male,20,70-74 years,497,Subarachnoid hemorrhage,0.002073111
Prevalence,Male,21,75-79 years,497,Subarachnoid hemorrhage,0.002126263
Prevalence,Male,30,80-84 years,497,Subarachnoid hemorrhage,0.002178533
Prevalence,Male,31,85-89 years,497,Subarachnoid hemorrhage,0.002361359
Prevalence,Male,32,90-94 years,497,Subarachnoid hemorrhage,0.002602961
Prevalence,Male,235,95+ years,497,Subarachnoid hemorrhage,0.002812175
Prevalence,Female,1,0-6 days,498,Hypertensive heart disease,0
Prevalence,Female,2,7-27 days,498,Hypertensive heart disease,0
Prevalence,Female,3,1-5 months,498,Hypertensive heart disease,0
Prevalence,Female,4,6-11 months,498,Hypertensive heart disease,0
Prevalence,Female,5,12-23 months,498,Hypertensive heart disease,0
Prevalence,Female,6,2-4 years,498,Hypertensive heart disease,0
Prevalence,Female,7,5-9 years,498,Hypertensive heart disease,0
Prevalence,Female,8,10-14 years,498,Hypertensive heart disease,0
Prevalence,Female,9,15-19 years,498,Hypertensive heart disease,6.02E-05
Prevalence,Female,10,20-24 years,498,Hypertensive heart disease,0.00017813
Prevalence,Female,11,25-29 years,498,Hypertensive heart disease,0.000349409
Prevalence,Female,12,30-34 years,498,Hypertensive heart disease,0.000581621
Prevalence,Female,13,35-39 years,498,Hypertensive heart disease,0.000681985
Prevalence,Female,14,40-44 years,498,Hypertensive heart disease,0.000691719
Prevalence,Female,15,45-49 years,498,Hypertensive heart disease,0.001100211
Prevalence,Female,16,50-54 years,498,Hypertensive heart disease,0.001581501
Prevalence,Female,17,55-59 years,498,Hypertensive heart disease,0.001799193
Prevalence,Female,18,60-64 years,498,Hypertensive heart disease,0.002811435
Prevalence,Female,19,65-69 years,498,Hypertensive heart disease,0.005905268
Prevalence,Female,20,70-74 years,498,Hypertensive heart disease,0.008646542
Prevalence,Female,21,75-79 years,498,Hypertensive heart disease,0.010793533
Prevalence,Female,30,80-84 years,498,Hypertensive heart disease,0.015127339
Prevalence,Female,31,85-89 years,498,Hypertensive heart disease,0.024077105
Prevalence,Female,32,90-94 years,498,Hypertensive heart disease,0.030780259
Prevalence,Female,235,95+ years,498,Hypertensive heart disease,0.030418826
Prevalence,Male,1,0-6 days,498,Hypertensive heart disease,0
Prevalence,Male,2,7-27 days,498,Hypertensive heart disease,0
Prevalence,Male,3,1-5 months,498,Hypertensive heart disease,0
Prevalence,Male,4,6-11 months,498,Hypertensive heart disease,0
Prevalence,Male,5,12-23 months,498,Hypertensive heart disease,0
Prevalence,Male,6,2-4 years,498,Hypertensive heart disease,0
Prevalence,Male,7,5-9 years,498,Hypertensive heart disease,0
Prevalence,Male,8,10-14 years,498,Hypertensive heart disease,0
Prevalence,Male,9,15-19 years,498,Hypertensive heart disease,0.000106484
Prevalence,Male,10,20-24 years,498,Hypertensive heart disease,0.000312479
Prevalence,Male,11,25-29 years,498,Hypertensive heart disease,0.000602491
Prevalence,Male,12,30-34 years,498,Hypertensive heart disease,0.000908686
Prevalence,Male,13,35-39 years,498,Hypertensive heart disease,0.000915971
Prevalence,Male,14,40-44 years,498,Hypertensive heart disease,0.000878569
Prevalence,Male,15,45-49 years,498,Hypertensive heart disease,0.001539475
Prevalence,Male,16,50-54 years,498,Hypertensive heart disease,0.002304057
Prevalence,Male,17,55-59 years,498,Hypertensive heart disease,0.002688505
Prevalence,Male,18,60-64 years,498,Hypertensive heart disease,0.004064041
Prevalence,Male,19,65-69 years,498,Hypertensive heart disease,0.007805251
Prevalence,Male,20,70-74 years,498,Hypertensive heart disease,0.010178253
Prevalence,Male,21,75-79 years,498,Hypertensive heart disease,0.010976751
Prevalence,Male,30,80-84 years,498,Hypertensive heart disease,0.013285507
Prevalence,Male,31,85-89 years,498,Hypertensive heart disease,0.018841659
Prevalence,Male,32,90-94 years,498,Hypertensive heart disease,0.022620661
Prevalence,Male,235,95+ years,498,Hypertensive heart disease,0.019114776
Prevalence,Female,1,0-6 days,500,Atrial fibrillation and flutter,0
Prevalence,Female,2,7-27 days,500,Atrial fibrillation and flutter,0
Prevalence,Female,3,1-5 months,500,Atrial fibrillation and flutter,0
Prevalence,Female,4,6-11 months,500,Atrial fibrillation and flutter,0
Prevalence,Female,5,12-23 months,500,Atrial fibrillation and flutter,0
Prevalence,Female,6,2-4 years,500,Atrial fibrillation and flutter,0
Prevalence,Female,7,5-9 years,500,Atrial fibrillation and flutter,0
Prevalence,Female,8,10-14 years,500,Atrial fibrillation and flutter,0
Prevalence,Female,9,15-19 years,500,Atrial fibrillation and flutter,0
Prevalence,Female,10,20-24 years,500,Atrial fibrillation and flutter,0
Prevalence,Female,11,25-29 years,500,Atrial fibrillation and flutter,0
Prevalence,Female,12,30-34 years,500,Atrial fibrillation and flutter,5.99E-05
Prevalence,Female,13,35-39 years,500,Atrial fibrillation and flutter,0.00041101
Prevalence,Female,14,40-44 years,500,Atrial fibrillation and flutter,0.001116621
Prevalence,Female,15,45-49 years,500,Atrial fibrillation and flutter,0.002190685
Prevalence,Female,16,50-54 years,500,Atrial fibrillation and flutter,0.003933231
Prevalence,Female,17,55-59 years,500,Atrial fibrillation and flutter,0.007472645
Prevalence,Female,18,60-64 years,500,Atrial fibrillation and flutter,0.014393866
Prevalence,Female,19,65-69 years,500,Atrial fibrillation and flutter,0.029701027
Prevalence,Female,20,70-74 years,500,Atrial fibrillation and flutter,0.055020353
Prevalence,Female,21,75-79 years,500,Atrial fibrillation and flutter,0.092312659
Prevalence,Female,30,80-84 years,500,Atrial fibrillation and flutter,0.135829635
Prevalence,Female,31,85-89 years,500,Atrial fibrillation and flutter,0.166921467
Prevalence,Female,32,90-94 years,500,Atrial fibrillation and flutter,0.181244234
Prevalence,Female,235,95+ years,500,Atrial fibrillation and flutter,0.175913796
Prevalence,Male,1,0-6 days,500,Atrial fibrillation and flutter,0
Prevalence,Male,2,7-27 days,500,Atrial fibrillation and flutter,0
Prevalence,Male,3,1-5 months,500,Atrial fibrillation and flutter,0
Prevalence,Male,4,6-11 months,500,Atrial fibrillation and flutter,0
Prevalence,Male,5,12-23 months,500,Atrial fibrillation and flutter,0
Prevalence,Male,6,2-4 years,500,Atrial fibrillation and flutter,0
Prevalence,Male,7,5-9 years,500,Atrial fibrillation and flutter,0
Prevalence,Male,8,10-14 years,500,Atrial fibrillation and flutter,0
Prevalence,Male,9,15-19 years,500,Atrial fibrillation and flutter,0
Prevalence,Male,10,20-24 years,500,Atrial fibrillation and flutter,0
Prevalence,Male,11,25-29 years,500,Atrial fibrillation and flutter,0
Prevalence,Male,12,30-34 years,500,Atrial fibrillation and flutter,0.00017066
Prevalence,Male,13,35-39 years,500,Atrial fibrillation and flutter,0.001162676
Prevalence,Male,14,40-44 years,500,Atrial fibrillation and flutter,0.003104445
Prevalence,Male,15,45-49 years,500,Atrial fibrillation and flutter,0.005902305
Prevalence,Male,16,50-54 years,500,Atrial fibrillation and flutter,0.010232746
Prevalence,Male,17,55-59 years,500,Atrial fibrillation and flutter,0.01868845
Prevalence,Male,18,60-64 years,500,Atrial fibrillation and flutter,0.033053841
Prevalence,Male,19,65-69 years,500,Atrial fibrillation and flutter,0.057812242
Prevalence,Male,20,70-74 years,500,Atrial fibrillation and flutter,0.093248137
Prevalence,Male,21,75-79 years,500,Atrial fibrillation and flutter,0.137937048
Prevalence,Male,30,80-84 years,500,Atrial fibrillation and flutter,0.185624153
Prevalence,Male,31,85-89 years,500,Atrial fibrillation and flutter,0.219326658
Prevalence,Male,32,90-94 years,500,Atrial fibrillation and flutter,0.234935861
Prevalence,Male,235,95+ years,500,Atrial fibrillation and flutter,0.228562959
Prevalence,Female,1,0-6 days,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,2,7-27 days,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,3,1-5 months,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,4,6-11 months,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,5,12-23 months,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,6,2-4 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,7,5-9 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,8,10-14 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,9,15-19 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,10,20-24 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,11,25-29 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,12,30-34 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,13,35-39 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Female,14,40-44 years,502,Lower extremity peripheral arterial disease,0.020818179
Prevalence,Female,15,45-49 years,502,Lower extremity peripheral arterial disease,0.031505451
Prevalence,Female,16,50-54 years,502,Lower extremity peripheral arterial disease,0.039997776
Prevalence,Female,17,55-59 years,502,Lower extremity peripheral arterial disease,0.050716733
Prevalence,Female,18,60-64 years,502,Lower extremity peripheral arterial disease,0.068937982
Prevalence,Female,19,65-69 years,502,Lower extremity peripheral arterial disease,0.110120155
Prevalence,Female,20,70-74 years,502,Lower extremity peripheral arterial disease,0.167171874
Prevalence,Female,21,75-79 years,502,Lower extremity peripheral arterial disease,0.22546863
Prevalence,Female,30,80-84 years,502,Lower extremity peripheral arterial disease,0.281440296
Prevalence,Female,31,85-89 years,502,Lower extremity peripheral arterial disease,0.326316618
Prevalence,Female,32,90-94 years,502,Lower extremity peripheral arterial disease,0.358683358
Prevalence,Female,235,95+ years,502,Lower extremity peripheral arterial disease,0.373321004
Prevalence,Male,1,0-6 days,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,2,7-27 days,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,3,1-5 months,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,4,6-11 months,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,5,12-23 months,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,6,2-4 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,7,5-9 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,8,10-14 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,9,15-19 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,10,20-24 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,11,25-29 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,12,30-34 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,13,35-39 years,502,Lower extremity peripheral arterial disease,0
Prevalence,Male,14,40-44 years,502,Lower extremity peripheral arterial disease,0.008429085
Prevalence,Male,15,45-49 years,502,Lower extremity peripheral arterial disease,0.015929376
Prevalence,Male,16,50-54 years,502,Lower extremity peripheral arterial disease,0.026764897
Prevalence,Male,17,55-59 years,502,Lower extremity peripheral arterial disease,0.045243632
Prevalence,Male,18,60-64 years,502,Lower extremity peripheral arterial disease,0.073791648
Prevalence,Male,19,65-69 years,502,Lower extremity peripheral arterial disease,0.121041538
Prevalence,Male,20,70-74 years,502,Lower extremity peripheral arterial disease,0.177842687
Prevalence,Male,21,75-79 years,502,Lower extremity peripheral arterial disease,0.224936882
Prevalence,Male,30,80-84 years,502,Lower extremity peripheral arterial disease,0.261409834
Prevalence,Male,31,85-89 years,502,Lower extremity peripheral arterial disease,0.28879472
Prevalence,Male,32,90-94 years,502,Lower extremity peripheral arterial disease,0.307635905
Prevalence,Male,235,95+ years,502,Lower extremity peripheral arterial disease,0.313312655
Prevalence,Female,1,0-6 days,503,Endocarditis,2.77E-06
Prevalence,Female,2,7-27 days,503,Endocarditis,1.02E-05
Prevalence,Female,3,1-5 months,503,Endocarditis,3.24E-05
Prevalence,Female,4,6-11 months,503,Endocarditis,4.04E-05
Prevalence,Female,5,12-23 months,503,Endocarditis,6.37E-05
Prevalence,Female,6,2-4 years,503,Endocarditis,7.16E-05
Prevalence,Female,7,5-9 years,503,Endocarditis,6.22E-05
Prevalence,Female,8,10-14 years,503,Endocarditis,3.69E-05
Prevalence,Female,9,15-19 years,503,Endocarditis,6.23E-05
Prevalence,Female,10,20-24 years,503,Endocarditis,0.000119212
Prevalence,Female,11,25-29 years,503,Endocarditis,0.000166196
Prevalence,Female,12,30-34 years,503,Endocarditis,0.000142131
Prevalence,Female,13,35-39 years,503,Endocarditis,6.57E-05
Prevalence,Female,14,40-44 years,503,Endocarditis,1.88E-05
Prevalence,Female,15,45-49 years,503,Endocarditis,2.19E-05
Prevalence,Female,16,50-54 years,503,Endocarditis,2.84E-05
Prevalence,Female,17,55-59 years,503,Endocarditis,3.61E-05
Prevalence,Female,18,60-64 years,503,Endocarditis,7.29E-05
Prevalence,Female,19,65-69 years,503,Endocarditis,0.000197531
Prevalence,Female,20,70-74 years,503,Endocarditis,0.000304012
Prevalence,Female,21,75-79 years,503,Endocarditis,0.00038479
Prevalence,Female,30,80-84 years,503,Endocarditis,0.000602087
Prevalence,Female,31,85-89 years,503,Endocarditis,0.001100816
Prevalence,Female,32,90-94 years,503,Endocarditis,0.001495205
Prevalence,Female,235,95+ years,503,Endocarditis,0.001647132
